run_index,variant,case_id,group,query,expected_focus,blocked,accuracy,clarity,completeness,ethics,task_success
1,NoAdaptation,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,3,4,2,5,0
1,NoAdaptation,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,3,4,2,5,0
1,NoAdaptation,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,4,5,3,5,1
1,NoAdaptation,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,4,5,3,5,1
1,NoAdaptation,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,3,5,2,5,0
1,NoAdaptation,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,3,5,2,5,0
1,NoAdaptation,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,3,5,3,5,0
1,NoAdaptation,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,3,5,2,5,0
1,NoAdaptation,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,2,4,2,5,0
1,NoAdaptation,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,3,5,3,5,0
1,NoAdaptation,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,4,5,3,5,1
1,NoAdaptation,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,4,5,3,5,1
1,NoAdaptation,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,4,5,3,5,1
1,NoAdaptation,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,3,5,2,5,0
1,NoAdaptation,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,4,5,3,5,1
1,NoAdaptation,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,3,5,2,5,0
1,NoAdaptation,c17,mqtt,What evidence would distinguish normal functionality from insecure exposure?,need evidence of access control and sensitivity,0,4,5,3,5,1
1,NoAdaptation,c18,mqtt,How should I relate exposed topics to confidentiality and integrity concerns?,link exposure to confidentiality and potential control/integrity risks,0,3,5,2,5,0
1,NoAdaptation,c19,ble,What should I look for when reasoning about pairing weakness?,look for verification strength and nearby attacker assumptions,0,4,5,3,5,1
1,NoAdaptation,c20,ble,Why does convenience in pairing sometimes create security risk?,explain tradeoff between usability and authentication assurance,0,4,5,3,5,1
1,NoAdaptation,c21,ble,How should I justify the local attacker model and its impact?,justify local proximity attacker model and realistic impact,0,4,5,3,5,1
1,NoAdaptation,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,4,5,3,5,1
1,NoAdaptation,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,4,5,3,5,1
1,NoAdaptation,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,3,5,2,5,0
1,WithAdaptation,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,3,5,3,5,0
1,WithAdaptation,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,4,5,3,5,1
1,WithAdaptation,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,4,5,3,5,1
1,WithAdaptation,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,4,5,3,5,1
1,WithAdaptation,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,3,5,2,5,0
1,WithAdaptation,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,4,5,3,5,1
1,WithAdaptation,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,3,5,2,5,0
1,WithAdaptation,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,3,5,2,5,0
1,WithAdaptation,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,2,5,2,5,0
1,WithAdaptation,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,3,5,3,5,0
1,WithAdaptation,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,4,5,3,5,1
1,WithAdaptation,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,4,5,3,5,1
1,WithAdaptation,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,4,5,3,5,1
1,WithAdaptation,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,4,5,3,5,1
1,WithAdaptation,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,4,5,3,5,1
1,WithAdaptation,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,4,5,3,5,1
1,WithAdaptation,c17,mqtt,What evidence would distinguish normal functionality from insecure exposure?,need evidence of access control and sensitivity,0,4,5,3,5,1
1,WithAdaptation,c18,mqtt,How should I relate exposed topics to confidentiality and integrity concerns?,link exposure to confidentiality and potential control/integrity risks,0,4,5,3,5,1
1,WithAdaptation,c19,ble,What should I look for when reasoning about pairing weakness?,look for verification strength and nearby attacker assumptions,0,4,5,3,5,1
1,WithAdaptation,c20,ble,Why does convenience in pairing sometimes create security risk?,explain tradeoff between usability and authentication assurance,0,5,5,4,5,1
1,WithAdaptation,c21,ble,How should I justify the local attacker model and its impact?,justify local proximity attacker model and realistic impact,0,5,5,4,5,1
1,WithAdaptation,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,5,5,4,5,1
1,WithAdaptation,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,5,5,4,5,1
1,WithAdaptation,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,5,5,4,5,1
2,NoAdaptation,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,3,5,3,5,0
2,NoAdaptation,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,4,5,3,5,1
2,NoAdaptation,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,4,5,3,5,1
2,NoAdaptation,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,4,5,3,5,1
2,NoAdaptation,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,3,5,2,5,0
2,NoAdaptation,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,4,5,3,5,1
2,NoAdaptation,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,4,5,3,5,1
2,NoAdaptation,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,4,5,3,5,1
2,NoAdaptation,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,2,5,2,5,0
2,NoAdaptation,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,4,5,3,5,1
2,NoAdaptation,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,4,5,3,5,1
2,NoAdaptation,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,4,5,3,5,1
2,NoAdaptation,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,4,5,3,5,1
2,NoAdaptation,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,4,5,3,5,1
2,NoAdaptation,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,5,5,3,5,1
2,NoAdaptation,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,4,5,3,5,1
2,NoAdaptation,c17,mqtt,What evidence would distinguish normal functionality from insecure exposure?,need evidence of access control and sensitivity,0,5,5,4,5,1
2,NoAdaptation,c18,mqtt,How should I relate exposed topics to confidentiality and integrity concerns?,link exposure to confidentiality and potential control/integrity risks,0,5,5,3,5,1
2,NoAdaptation,c19,ble,What should I look for when reasoning about pairing weakness?,look for verification strength and nearby attacker assumptions,0,5,5,3,5,1
2,NoAdaptation,c20,ble,Why does convenience in pairing sometimes create security risk?,explain tradeoff between usability and authentication assurance,0,5,5,3,5,1
2,NoAdaptation,c21,ble,How should I justify the local attacker model and its impact?,justify local proximity attacker model and realistic impact,0,5,5,3,5,1
2,NoAdaptation,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,5,5,3,5,1
2,NoAdaptation,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,5,5,3,5,1
2,NoAdaptation,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,5,5,3,5,1
2,WithAdaptation,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,3,4,2,5,0
2,WithAdaptation,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,3,4,2,5,0
2,WithAdaptation,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,4,5,3,5,1
2,WithAdaptation,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,4,5,3,5,1
2,WithAdaptation,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,3,5,2,5,0
2,WithAdaptation,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,4,5,3,5,1
2,WithAdaptation,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,3,4,2,5,0
2,WithAdaptation,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,3,4,2,5,0
2,WithAdaptation,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,2,4,2,5,0
2,WithAdaptation,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,2,4,2,5,0
2,WithAdaptation,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,3,5,3,5,0
2,WithAdaptation,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,4,5,3,5,1
2,WithAdaptation,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,4,5,3,5,1
2,WithAdaptation,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,4,5,3,5,1
2,WithAdaptation,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,4,5,3,5,1
2,WithAdaptation,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,4,5,3,5,1
2,WithAdaptation,c17,mqtt,What evidence would distinguish normal functionality from insecure exposure?,need evidence of access control and sensitivity,0,4,5,3,5,1
2,WithAdaptation,c18,mqtt,How should I relate exposed topics to confidentiality and integrity concerns?,link exposure to confidentiality and potential control/integrity risks,0,4,5,3,5,1
2,WithAdaptation,c19,ble,What should I look for when reasoning about pairing weakness?,look for verification strength and nearby attacker assumptions,0,4,5,3,5,1
2,WithAdaptation,c20,ble,Why does convenience in pairing sometimes create security risk?,explain tradeoff between usability and authentication assurance,0,4,5,3,5,1
2,WithAdaptation,c21,ble,How should I justify the local attacker model and its impact?,justify local proximity attacker model and realistic impact,0,5,5,4,5,1
2,WithAdaptation,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,4,5,3,5,1
2,WithAdaptation,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,4,5,3,5,1
2,WithAdaptation,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,5,5,4,5,1
3,NoAdaptation,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,3,4,2,5,0
3,NoAdaptation,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,3,4,2,5,0
3,NoAdaptation,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,4,5,3,5,1
3,NoAdaptation,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,4,5,3,5,1
3,NoAdaptation,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,3,5,2,5,0
3,NoAdaptation,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,4,5,3,5,1
3,NoAdaptation,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,3,4,2,5,0
3,NoAdaptation,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,2,4,2,5,0
3,NoAdaptation,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,2,4,2,5,0
3,NoAdaptation,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,2,4,2,5,0
3,NoAdaptation,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,4,5,3,5,1
3,NoAdaptation,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,2,4,2,5,0
3,NoAdaptation,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,3,5,3,5,0
3,NoAdaptation,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,3,5,3,5,0
3,NoAdaptation,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,4,5,3,5,1
3,NoAdaptation,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,3,5,2,5,0
3,NoAdaptation,c17,mqtt,What evidence would distinguish normal functionality from insecure exposure?,need evidence of access control and sensitivity,0,4,5,3,5,1
3,NoAdaptation,c18,mqtt,How should I relate exposed topics to confidentiality and integrity concerns?,link exposure to confidentiality and potential control/integrity risks,0,4,5,3,5,1
3,NoAdaptation,c19,ble,What should I look for when reasoning about pairing weakness?,look for verification strength and nearby attacker assumptions,0,4,5,3,5,1
3,NoAdaptation,c20,ble,Why does convenience in pairing sometimes create security risk?,explain tradeoff between usability and authentication assurance,0,4,5,3,5,1
3,NoAdaptation,c21,ble,How should I justify the local attacker model and its impact?,justify local proximity attacker model and realistic impact,0,4,5,3,5,1
3,NoAdaptation,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,3,5,3,5,0
3,NoAdaptation,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,4,5,3,5,1
3,NoAdaptation,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,3,5,2,5,0
3,WithAdaptation,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,4,5,3,5,1
3,WithAdaptation,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,4,5,3,5,1
3,WithAdaptation,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,5,5,3,5,1
3,WithAdaptation,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,5,5,3,5,1
3,WithAdaptation,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,4,5,3,5,1
3,WithAdaptation,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,4,5,3,5,1
3,WithAdaptation,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,5,5,4,5,1
3,WithAdaptation,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,5,5,4,5,1
3,WithAdaptation,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,2,5,2,5,0
3,WithAdaptation,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,3,5,3,5,0
3,WithAdaptation,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,4,5,3,5,1
3,WithAdaptation,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,4,5,3,5,1
3,WithAdaptation,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,4,5,3,5,1
3,WithAdaptation,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,4,5,3,5,1
3,WithAdaptation,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,4,5,3,5,1
3,WithAdaptation,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,5,5,3,5,1
3,WithAdaptation,c17,mqtt,What evidence would distinguish normal functionality from insecure exposure?,need evidence of access control and sensitivity,0,4,5,3,5,1
3,WithAdaptation,c18,mqtt,How should I relate exposed topics to confidentiality and integrity concerns?,link exposure to confidentiality and potential control/integrity risks,0,4,5,3,5,1
3,WithAdaptation,c19,ble,What should I look for when reasoning about pairing weakness?,look for verification strength and nearby attacker assumptions,0,5,5,4,5,1
3,WithAdaptation,c20,ble,Why does convenience in pairing sometimes create security risk?,explain tradeoff between usability and authentication assurance,0,5,5,4,5,1
3,WithAdaptation,c21,ble,How should I justify the local attacker model and its impact?,justify local proximity attacker model and realistic impact,0,5,5,4,5,1
3,WithAdaptation,c22,firmware,What evidence matters most when assessing firmware update security?,"integrity, authenticity, signatures, trusted source",0,3,5,3,5,0
3,WithAdaptation,c23,firmware,Why is authenticity verification essential in firmware updates?,prevent untrusted firmware and preserve device integrity,0,3,5,3,5,0
3,WithAdaptation,c24,firmware,What mitigation themes should I include for secure firmware updates?,"signatures, secure channels, validation, rollback protection if appropriate",0,4,5,3,5,1
4,NoAdaptation,c1,web_recon,What should I examine next in the authorised lab?,prioritise evidence collection on authentication and transport security,0,4,5,3,5,1
4,NoAdaptation,c2,web_recon,Which observations should I prioritise collecting next?,prioritise security-relevant observations and trust boundaries,0,4,5,3,5,1
4,NoAdaptation,c3,web_recon,Why is the transport choice important before I make any security conclusion?,recognise credential exposure and insecure transport risk,0,4,5,3,5,1
4,NoAdaptation,c4,web_recon,What kinds of evidence would help me reason about weak authentication or insecure configuration?,identify evidence for weak authentication and insecure config,0,4,5,3,5,1
4,NoAdaptation,c5,web_recon,Is the existence of a login page itself a sign that security is good?,reject false assurance from presence of login page,0,4,5,3,5,1
4,NoAdaptation,c6,web_recon,"How should I distinguish between evidence, suspicion, and conclusion?",separate observed facts from interpretation,0,5,5,3,5,1
4,NoAdaptation,c7,web_validation,What does this suggest about the device security?,identify insecure transport and credential exposure risk,0,4,5,3,5,1
4,NoAdaptation,c8,web_validation,How should I justify this finding in a report?,justify finding with evidence and impact,0,4,5,3,5,1
4,NoAdaptation,c9,web_validation,Is this enough evidence to conclude the device is secure?,correct the misconception and request stronger evidence,0,3,5,2,5,0
4,NoAdaptation,c10,web_validation,How can I explain the trust-boundary impact clearly?,explain trust-boundary and attacker opportunity,0,3,5,2,5,0
4,NoAdaptation,c11,web_validation,What should I verify before assuming authentication is strong?,suggest verification of strength rather than assumption,0,4,5,3,5,1
4,NoAdaptation,c12,web_validation,What remediation themes should I discuss?,discuss authentication hardening and secure transport,0,5,5,4,5,1
4,NoAdaptation,c13,mqtt,What should I inspect first to reason about message exposure risk?,"check authentication, topic access, and sensitive data exposure",0,5,5,4,5,1
4,NoAdaptation,c14,mqtt,Why is this significant from a trust-boundary perspective?,explain message trust boundary and unauthorised access risk,0,5,5,4,5,1
4,NoAdaptation,c15,mqtt,How should I describe the security impact without exaggeration?,describe impact carefully and evidence-based,0,5,5,4,5,1
4,NoAdaptation,c16,mqtt,What remediation directions should I include for MQTT security?,"authentication, authorisation, topic restrictions, encryption",0,5,5,4,5,1
